Entry ID,word,definition,plural form,recordings,categories,breakdowns,stress,plural stress,variants,see alsos,public notes,private notes,tags
825,xhli haks,scold; bawl out,xhli haxhaks,,transitive verb,,2,3,,,,,
826,g_aap,scratch,g_apg_aap,,transitive verb,,,2,,,,,
827,.'waa'atxw,scream; cry out,wax_'waa'atxw; g_a'waa'atxw,,intransitive verb,,1,2,,,,,
828,phlo'on,sea otter,,,noun,,1,,,,,,
829,hlak_'asxw; hla'asxw; hlak_'ahasxw,edible seaweed; sea lettuce,,,noun,,2; 1,,,,,,
830,gya'a,see; look at,gixgya'a,,transitive verb,,1,2,,,,,
831,go'milt,see; catch sight of something out of the corner of one's eye,,,verb,,1,,,,,verb - check transitivity,
832,gilaa'l,see; catch sight of a moving object,,,verb,,2,,,,,verb - check transitivity,
833,anwana'a,seed,,,noun,,2,,,,,,
834,woot'(t),sell,,,transitive verb,,,,,,,,
835,hets,send,hashets,,transitive verb,,,2,,,,,
836,basax_xw,separate,,,intransitive verb,,1,,,,,,
837,.'masim,separately; apart,,,preverb,,1,,,,,,
838,.'yak_,set (a snare); be hanging,,,intransitive verb,,,,,,,verb - check transitivity,
839,libast,sew,,,verb,,1,,,,,verb - check transitivity,
840,halibast,sewing machine,,,noun,,2,,,,,,
841,g_ans'oots'x_an,shadow,g_ansk_'oots'x_an,,noun,,3,3,,,,"check if this is a variant, not a plural",
842,xwts'agimsxw,be shady,,,intransitive verb,,1,,,,,,
843,saxwt,shake,suxsaxwt,,verb,,,2,,,,verb - check transitivity,
844,yeek_t,share; give out,,,verb,,,,,,,verb - check transitivity,
845,sak_,be sharp,sax_sak_,,intransitive verb,,,2,,,,pl should be siisax_... Check,
846,daasgant,sharpen; grind,,,transitive verb,,?,,,,,,
847,si'yimk_,shave,,,verb,,2,,,,,verb - check transitivity,
848,t'im hlaa'm,shin; calf of leg,,,noun,,2,,,,,probably shin but not calf,
849,xhla'wsxw,shirt,,,noun,,,,,,,check for xshla'wsxw,
850,ts'a'wax_s,shoes,,,noun,,1,,,,,,
851,guxw,shoot,guxwguxw,,transitive verb,,,2,,,,gun vs bow?,
852,xwdakw,shoot,,,intransitive verb,,,,,,,gun vs bow?,
853,dulpxw,be short,dildulpxw,,intransitive verb,,,2,,,,,
854,duxwsxw,be short of something; not have much of something,,,verb,,,,,,,verb - check transitivity,
855,no'ohl,shoulder,hino'ohl,,noun,,1,2,,,,,
856,hats'al,shoulderblade; knife for making ts'al,,,noun,,2,,,,,,
857,g_ehlx_xw,shout; holler,,,intransitive verb,,,,,,,,
858,dalbixsxw,shrink,,,intransitive verb,,1,,,,,,
859,ky'aduu,sideways,,,preverb,,1,,,,,,
860,pdoohl,siding,,,noun,,,,,,,,
861,g_aakw,sinew,,,noun,,,,,,,,
862,t'aa,sit; be situated,wan,,intransitive verb,,,1,,,,,
863,xsan,Skeena River,,,noun,,,,,,,"""ksyen"" in west?",
864,tk_'a,skin; hide,dax_tk_'a,,noun,,,2,,,,,
865,nimk_,skin on lip,,,noun,,,,,,,,
866,ts'o'ot,skin,,,transitive verb,,1,,,,,,
867,g_ehlx_,be skinny,,,intransitive verb,,,,,,,,
868,nak_',skirt,nax_nak_',,noun,,,2,,,,pl should be naanax_ or naa'nax_?,
869,t'amilwilgit,skull,,,noun,,3,,,,,,
870,g_en,skunk,,,noun,,,,,,,,
871,lax_ ha; lax_a,sky,,,noun,,2,,,,,,
872,x_a'a,male slave,hlihlingit,,noun,,1,2,,,,,
873,wat'uxw,female slave,hlihlingit,,noun,,1,2,,,,,
874,wok_,sleep,woowax_; woowox_,,intransitive verb,,,1,,,,,
875,t'im wok_; .'nim wok_,be sleepy,,,intransitive verb,,2,,,,,,
876,g_esxw,be slender; be thin; be narrow (in diameter),g_asg_esxw,,intransitive verb,,,2,,,,,
877,g_eex_,slide,g_ax_g_eex_,,verb,,,2,,,,verb - check transitivity,
878,sigyootxw,slip,,,intransitive verb,,2,,,,,,
879,laltxw,be slow,,,intransitive verb,,,,,,,,
880,alisxw,be slow; be weak,,,intransitive verb,,2,,,,,,
881,hagul,slowly,,,preverb,,1,,,,,,
882,kw'aat'ax_,slug,,,noun,,1,,,,,,
883,hlgu,small; little,k'uba,,prenoun,,,1,,,,,
884,ts'uusx,be small; be little,sisuus,,intransitive verb,,,2,,,,,
885,haneek_(t),smell,,,transitive verb,,2,,,,,,T-verb
885,yim,smell,,,transitive verb,,,,,,,verb - check transitivity,
886,mumk_',smile,,,intransitive verb,,,,,,,,
887,mi'in,smoke,,,noun,,2,,,,,,
888,x_mi'yeen,smoke tobacco,,,intransitive verb,,2,,,,,,
889,huxws,smoked salmon slices,,,noun,,,,,,,,
890,wilpsihun,smoke house,,,noun,,"1,3",,,,,,
891,yahlxw,be smooth; be slippery,,,intransitive verb,,,,,,,,
892,lalt,snake; worm,,,noun,,,,,,,,
893,hogwast,snare,,,noun,,1,,,,,,
894,x_hlg_ayxw,sneak up,,,verb,,,,,,,verb - check transitivity,
895,hat'iswa,sneeze,,,intransitive verb,,1,,,,,,
896,x_shaneek_s,snore,,,intransitive verb,,2,,,,,,
897,nuts',snot,,,noun,,,,,,,,
898,maadim,snow (falling); winter,,,noun,,1,,,,,,
899,maaxws,snow (on ground),,,noun,,,,,,,,
900,ts'iihl,snowbird,,,noun,,,,,,,,
901,nax_,snowshoe,,,noun,,,,,,,,
902,maaxwsxum g_ax_,snowshoe rabbit,,,noun,,"1,3",,,,,,
903,gwilt,snowslide,,,noun,,,,,,,,
904,hayo'oxs'untxw,soap,,,noun,,"2,4",,,,,,
905,is,soapberry,,,noun,,,,,,,,
906,sg_an is,soapberry bush,,,noun,,2,,,,,,
907,miso'o,sockeye salmon,,,noun,,2,,,,,,
908,gitl',sockeye salmon (in red colour phase),,,noun,,,,,,,,
909,dahliisx,socks,,,noun,,2,,,,,,
910,gwee'yt,be soft,,,intransitive verb,,,,,,,verb - check transitivity,
911,hlat'ax_,be soft,,,intransitive verb,,1,,,,,verb - check transitivity,
912,limx,song,,,noun,,,,,,,,
,limx,sing,,,intransitive verb,,,,,,,,
913,oots'in,soul,,,noun,,1,,,,,,
914,milksax_,be sour,,,intransitive verb,,1,,,,,,
915,meex_,"be sour (of milk, etc)",,,intransitive verb,,,,,,,,
916,hinats'ak_,spank,,,verb,,?,,,,,verb - check transitivity,
917,algyax_,speak; talk,al'algyax_,,intransitive verb,,1,2,,,,,
918,gyadalee,spider,,,noun,,3,,,,,,
919,k_'osx_,spit up; spew,,,intransitive verb,,,,,,,,
920,t'im wil ky'o'o,spine,,,noun,,3,,,,,,
921,x_buksxw,spit,,,verb,,,,,,,verb - check transitivity,
922,his yatst,split,,,transitive verb,,2,,,,,check singular/pl?; verb - check transitivity,
923,sak_',split,,,intransitive verb,,,,,,,verb - check transitivity,
924,basig_an,split up; separate,bisbasig_an,,transitive verb,,1,2,,,,,
925,hoobix,spoon,,,noun,,1,,,,,,
926,k_'alduux,spoon (of alder wood or horn),,,noun,,?,,,,,,
927,g_alaak_',sports,,,noun,,2,,,,,,
928,bahlx_an,spread out,bihlbahlx_an,,transitive verb,,1,2,,,,verb - check transitivity,
929,gwanks,spring; fountain,,,noun,,,,,,,,
930,ya'a,spring salmon,,,noun,,1,,,,,,
931,gwooyim,springtime,,,noun,,1,,,,,,
932,seek_s,spruce tree,,,noun,,,,,,,,
933,sgwa,be square,,,intransitive verb,,,,,,,,
934,hloox_,squawfish,,,noun,,,,,,,,
935,da'mixs,squeeze (with arms); hug,,,verb,,1,,,,,verb - check transitivity,
936,.'wits'; 'mits',squeeze (with hands); mash (with hands),,,verb,,,,,,,verb - check transitivity,
937,ts'in hlik',squirrel,,,noun,,2,,,,,,
939,ts'ook_,stain,jax_ts'ook_,,verb,,,2,,,,verb - check transitivity,
940,hetxw,stand; be set upright,litxw,,intransitive verb,,,1,,,,,
941,hedin; hidin,stand; set upright,lidin,,transitive verb,,1,1,,,,,
942,bil'ust,star,bixbil'ust,,noun,,2,3,,,,,
943,g_asg_aats,starfish,,,noun,,2,,,,,,
944,six,steadily,,,preverb,,,,,,,,
945,x_sgyamks,steam,,,intransitive verb,,,,,,,,
946,milit,steelhead trout,,,noun,,2,,,,,,
947,gilan,"stern (of boat, canoe, etc)",,,noun,,2,,,,,,
948,k_'ay,still; just; near,,,clause modifier,,,,,,,,
949,sdatxs,stinging nettles,,,noun,,,,,,,,
950,luwasxw,be stingy,,,intransitive verb,,1,,,,,,
951,isxw,stink; smell bad,as'isxw; is'isxw,,intransitive verb,,,2,,,,,
952,yal,stir; beat,,,verb,,,,,,,verb - check transitivity,
953,g_al'oost,stomach,,,noun,,2,,,,,,
954,sduup,stove,,,noun,,,,,,,,
955,g_esx_xw,stop crying,,,intransitive verb,,,,,,,,
956,g_aldim woot',store,,,noun,,3,,,,,,
957,ant'imahlasxw,story,,,noun,,3,,,,,,
958,bahlx_,be straight,,,intransitive verb,,,,,,,,
959,lixs,strange; by itself; different,,,preverb,,,,,,,,
960,.'mii gunt,strawberry,,,noun,,2,,,,,,
960,.'mii doots',strawberry,,,noun,,2,,,,,,
961,sak'in,stretch,sixsak'in,,verb,,1,2,,,,verb - check transitivity,
962,sak't,stretch,sixsak't,,verb,,,2,,,,verb - check transitivity,
963,sak',stretch; be stretched,sixsak',,intransitive verb,,,2,,,,,
964,dax_gyat,be strong; be powerful,dahagyat,,intransitive verb,,2,3,,,,,
965,ts'ok_,be stuck; stick on,,,intransitive verb,,,,,,,choke?; verb - check transitivity,
966,.'mook_,suck,,,verb,,,,,,,verb - check transitivity,
967,balgi; baligi,sudden; spontaneously; uncausedly,,,preverb,,1,,,,,,
968,sugwa,sugar,,,noun,,2,,,,,,
969,sint,summer,,,noun,,,,,,,,
970,hlok_s; hlox_s,sun,,,noun,,,,,,,,
971,ha'niisgwaa'ytxw,Sunday,,,noun,,3,,,,,,
971,ha'niig_anuutxw,Sunday,,,noun,,4,,,,,,
972,hasiyayks,swallow (bird),,,noun,,3,,,,,,
973,hlok_'xw,swallow,hloohlak_'xw,,intransitive verb,,,1,,,,,
974,dilg_og_a,swan,,,noun,,2,,,,,,
975,hlgilkw,sweat,,,intransitive verb,,,,,,,,
976,angux'uutxw,sweathouse,,,noun,,3,,,,,,
977,ixsda,be sweet; be tasty,,,intransitive verb,,2,,,,,,
978,t'axw,sweep,,,intransitive verb,,,,,,,verb - check transitivity,
979,gitxw,swell up,gitgitxw,,intransitive verb,,,2,,,,verb - check transitivity,
980,hadixs,swim,hathadixs,,intransitive verb,,1,2,,,,,
981,ha'niitx_ook_xw,table,,,noun,,3,,,,,,
982,k'uukw',tail,,,noun,,,,,,,,
983,guu(t),take; pick up,dok_,,transitive verb,,,1,,,,T-verb?,
984,dalk_,talk,,,intransitive verb,,,,,,,,
985,didalk_,talk with; talk to,,,transitive verb,,2,,,,,,
986,k'eex,tallow,,,noun,,,,,,,,
987,sa'amagyat,tame,,,transitive verb,,4,,,,,,
988,gyaakw'iltxw,be tangled up,,,intransitive verb,,?,,,,,,
989,ts'iikw'inhlx_,be tangled up,,,intransitive verb,,1,,,,,,
990,dilax_t,taste,,,transitive verb,,1,,,,,,
991,x_dii,tea,,,noun,,,,,,,,
992,g_aldim x_dii,teapot,,,noun,,3,,,,,,
993,bis,tear,bisbis,,transitive verb,,,2,,,,,
994,gipaygum algyax_,telegram,,,noun,,"2,4",,,,,,
995,haluu'algyag_am t'uuts'xw,telephone,,,noun,,"3,6",,,,,,
995,haluumahlasxum t'uuts'xw,telephone,,,noun,,"3,6",,,,,,
996,he,say; tell; feel,,,intransitive verb,,,,,,,,
997,mahl(t),tell,,,transitive verb,,,,,,,T-verb,
998,sim he,tell the truth,,,intransitive verb,,2,,,,,,
999,ha'tixs,terribly; causing fear or uneasiness,,,preverb,,1,,,,,,
1000,x_ts'a'y,be thick (e.g. a board),,,intransitive verb,,,,,,,,
1001,liluxws,thief,g_aliluxws,,noun,,1,2,,,,,
,liluxws,steal,g_aliluxws,,intransitive verb,,1,2,,,,possibly also transitive?,
1002,ba'a,thigh,,,noun,,1,,,,,,
1003,sg_anhahl,thigh bone; femur,,,noun,,2,,,,,,
1004,g_an x_libast,thimble,,,noun,,2,,,,,,
1005,nisk_'o'o,thimbleberry,,,noun,,2,,,,,,
1006,hanix,be thin,hanhanix,,intransitive verb,,1,2,,,,,
1007,ha'niig_oot,thought,,,noun,,3,,,,,,
1008,gwalgwax_,be thirsty,,,intransitive verb,,1,,,,,,
1009,snax_; snahat; snaat,thornberry,,,noun,,1,,,,,,
1010,sg_an snax_; sg_an snahat; sg_an snaat,thorn tree,,,noun,,2,,,,,,
1011,ax_g_alk_'an,thoughtless; disobedient,,,intransitive verb,,3,,,,,,
1012,g_an lip'insxw,thread,,,noun,,2,,,,,,
1013,g_alksi,through a hole or opening,,,preverb,,1,,,,,,
1014,halaldin,throw,,,verb,,2,,,,,verb - check transitivity,
1015,moos,thumb; big toe,,,noun,,,,,,,,
1016,tya'ytxw; tye'etxw,thunder,,,noun,,1; 2,,,,,,
1017,ha'niitx_alpx_sa,Thursday,,,noun,,3,,,,,,
1018,ts'iip,tie,,,transitive verb,,,,,,,verb - check transitivity,
1019,ts'iipxw(t),tie (up),,,transitive verb,,,,,,,,T-verb
1020,sideex_,tie up an animal,,,verb,,2,,,,,verb - check transitivity,
1021,hlabixsxw,be tired,hliphlabixsxw,,intransitive verb,,1,2,,,,,
1022,laax_,to and fro; at both ends,,,preverb,,,,,,,,
1023,gis,to another place,,,preverb,,,,,,,,
1024,mahla,each,,,modifier,,1,,,,,,
1025,mi'yan,tobacco,,,noun,,2,,,,,,
1026,sag_ayt; saayt,together,,,modifier,,1,,,,,,
1027,t'ihlakw; t'aahlakw,tomorrow,,,adverb,,2,,,,,,
1028,hapts'eek_xw,tongs,,,noun,,2,,,,,,
1029,dilx_,tongue,g_adilx_,,noun,,,2,,,,,
1030,g_al,too; too much,,,preverb,,,,,,,,
1031,anhooya; anooya,tool,anhaxhooya,,noun,,2,3,,,,,
1032,.'win,tooth,win'win,,noun,,,2,,,,,
1033,hayo'oxs'wintxw,toothbrush,,,noun,,"2,4",,,,,,
1034,lax_ u,on top of,,,noun,,2,,,,,,
1035,k_'atx_,be torn,,,intransitive verb,,,,,,,,
1036,xwts'aan; pts'aan,totem pole,,,noun,,,,,,,,
1037,das,touch,,,transitive verb,,,,,,,,
1038,sipxw,be tough; be hard,sipsipxw,,intransitive verb,,,2,,,,,
1039,log_ox_,toward the fire,,,preverb,,1,,,,,,
1040,jap,small box trap,,,noun,,,,,,,,
1041,jayeehl,steel trap,,,noun,,2,,,,,,
1042,siilinasxw,trapline,,,noun,,2,,,,,check sentence files for polysemous word,
1042,siilinasxw,set traps,,,intransitive verb,,2,,,,,check sentence files for polysemous word,
1043,g_an,tree; wood,g_ang_an,,noun,,,2,,,,,
1044,pdeek_,tribe; phratry,,,noun,,,,,,,,
1045,laaxw,trout,,,noun,,,,,,,,
1046,bak_,try; feel,,,transitive verb,,,,,,,,
1047,ha'niigilbilsa,Tuesday,,,noun,,3,,,,,,
1048,asgi,be ugly,,,intransitive verb,,2,,,,,,
1049,hlaxw,under; underside,,,noun,,,,,,,,
1050,gildip,underneath,,,preverb,,1,,,,,,
1051,luuhli 'max_s,underpants,,,noun,,3,,,,,,
1052,luuhli xhla'wsxw,undershirt,,,noun,,3,,,,,,
1053,saa hlee'e,get undressed,,,intransitive verb,,2,,,,,verb - check transitivity,
1054,sg_olts,be ungrateful,,,intransitive verb,,,,,,,,
1055,juxwt,untie,,,verb,,,,,,,verb - check transitivity,
1056,bax_,up along a slope,,,preverb,,,,,,,,
1057,.'min,up through the air; at a sharp angle,,,preverb,,,,,,,,
1058,k_'ali,upriver,,,preverb,,1,,,,,,
1059,gigeenix,upriver area,,,noun,,2,,,,,,
1060,hasba,upside down; on one's back,,,preverb,,1,,,,,,
1061,hoox,use; wear,,,transitive verb,,,,,,,,
1062,t'in,valley,,,noun,,,,,,,,
1063,sim; saam,very; true; real,,,modifier,,,,,,,,
1064,g_al ts'ap,village,,,noun,,2,,,,,,
1065,x_sit,vomit; throw up,,,intransitive verb,,,,,,,,
1066,ts'ixts'ik',wagon; baby carriage; vehicle,,,noun,,2,,,,,,
1067,gibee'esxw,wait,,,intransitive verb,,2,,,,,,
1068,giba,wait for,,,transitive verb,,2,,,,,,
1069,gyuksxw,wake up,luguxs; luguxsxw,,intransitive verb,,,2,,,,,
1070,gyuksin,wake up,luguxsin,,transitive verb,,1,2,,,,,
1071,haahlx_an,wall,,,noun,,1,,,,,,
1072,.'nim,want to,,,preverb,,,,,,,,
1073,hasak_,desire; want,,,noun,,2,,,,,,
1074,gyamks,warm oneself up,limlamk,,intransitive verb,,,2,,,,,
1075,luxw,wart,,,noun,,,,,,,,
1076,lak_s,wash (one's body),laalax_s,,transitive verb,,,1,,,,verb - check transitivity,
1077,yo'oxs,"wash (face, hands, body, etc)",hiyo'oxs,,transitive verb,,1,2,,,,verb - check transitivity,
1078,maaks,wash clothes; put into water,,,verb,,,,,,,verb - check transitivity,
1079,lix,watch,,,verb,,,,,,,verb - check transitivity,
1080,aks,water; river,,,noun,,,,,,,,
,aks,drink; be wet,,,intransitive verb,,,,,,,,
1081,ts'itxs,waterfall,,,noun,,,,,,,,
1082,miksihl; muxsihl,weasel,,,noun,,2,,,,,,
1083,lit,wedge,lilit,,noun,,,2,,,,,
1084,ha'niigwila'lsa,Wednesday,,,noun,,4,,,,,,
1085,nuuhlx_xw,be wet (of a person),,,intransitive verb,,,,,,,,
1086,agwi; agu; gwi; gu,what,,,noun,,2; 2; 1; 1,,,,WH question word,,
1087,gyax_gu,when,,,adverb,,2,,,,WH question word,,
1088,nda; hinda,where; how; when,,,adverb,,1; 2,,,,WH question word,,
1089,daasgyan,whetstone,,,noun,,?,,,,,,
1090,ts'a'lixs,whirlpool,,,noun,,1,,,,,,
1091,.'yimk,whiskers; beard,,,noun,,,,,,,,
1092,hax_sgwiikws,whistle,,,noun,,2,,,,,,
1093,git'wink_; git'wink_xw,whistle,,,intransitive verb,,2,,,,,,
1094,maaxwsxw,be white,mismaaxwsxw,,intransitive verb,,,2,,,,,
1095,.'maas ol,white bear; Kermode bear; Ursus carmodi,,,noun,,2,,,,,,
1096,hloots',whitefish,,,noun,,,,,,,,
1097,amksiwaa; k_'amksiwaa; amxsiwaa,White person,,,noun,,3,,,,,,
1098,naa,who,,,noun,,,,,,WH question word,,
1099,ts'ins jakw,widow; widower,,,noun,,2,,,,,,
1100,am 'waasan,willow species,,,noun,,2,,,,,,
1101,giis,willow species,,,noun,,,,,,,,
1102,x_hlaahl,red willow bush,,,noun,,,,,,,,
1103,x_sdaa,win,,,intransitive verb,,,,,,,,
1104,bahasxw; baasxw,wind,,,noun,,1,,,,,,
1105,tk'uts'ilksxw,wind-devil,,,noun,,2,,,,,,
1106,aluug_oyp'ax_,window,,,noun,,3,,,,,,
1107,g_al'ame,windpipe,,,noun,,3,,,,,,
1108,k_'aax,wing; feather,,,noun,,,,,,,,
1109,gimk,wipe,limlimk,,verb,,,2,,,,verb - check transitivity,
1110,.'wii hoo'osxw,be wise,,,intransitive verb,,2,,,,,,
1111,haldawgit,witchcraft,,,noun,,2,,,,,,
1112,di,with,,,,,,,,prefix,,,
1113,sak_'ap,without purpose,,,preverb,,1,,,,,,
1114,gibuu,wolf,,,noun,,2,,,,,,
1115,lax_ gibuu,Wolf phratry,,,noun,,3,,,,,,
1116,naag_ets,wolverine,,,noun,,2,,,,,,
1117,hanak_',woman,haanak_',,noun,,2,2,,,,,
1118,ansgimhlxw,womb; uterus,,,noun,,2,,,,,,
1119,gihl'wintsxw; gihl'winsxw,woodpecker species,,,noun,,2,,,,,not sure the t belongs there?; is this the flicker?,
1120,gililix,woods; forest,,,noun,,2,,,,,,
1121,wilplakw,woodshed,,,noun,,2,,,,,,
1122,hahla'lst,work,g_ahahla'lst,,intransitive verb,,2,3,,,,,
1123,ha'niijok_,world,,,noun,,3,,,,,,
1124,hleek_,be worn,,,verb,,,,,,,verb - check transitivity,
1125,wantxw,worry,,,psychological verb,,,,,,,,
1126,hlimoo'lt,wrap,,,transitive verb,,2,,,,,verb - check transitivity,
1127,ts'it'uxsda,wren,,,noun,,2,,,,,,
1128,hamom,wrist,,,noun,,2,,,,,,
1129,giis,be wrong; miss ,gisgiis,,intransitive verb,,,2,,,,,
1130,k'uuhl,year,guhlk'uuhl,,noun,,,2,,,,,
1131,ee'e,yes,,,particle,,1,,,,,,
1132,ky'oots,yesterday,,,adverb,,,,,,,,
,k'i'y,one (thing),,,number,,,,,,,,
,k'eekw,one (animal),,,number,,,,,,,,
,ky'ul,one (person),,,number,,,,,,,,
,gilbil,two (things),,,number,,1,,,,,,
,t'ipx_aat,two (animals),,,number,,2,,,,,,
,bag_adil,two (people),,,number,,3,,,,,,
,gwila'l,three (things),,,number,,2,,,,,,
,gwilan,three (animals),,,number,,2,,,,,,
,gwilun,three (people),,,number,,2,,,,,,
,tx_alpx_; tk_'alpx_,"four (things, animals)",,,number,,,,,,,,
,tx_alpx_dul,four (people),,,number,,2,,,,,,
,xwsdins,"five (things, animals)",,,number,,,,,,,,
,xwsdinsul,five (people),,,number,,2,,,,,,
,k_'oolt,"six (things, animals)",,,number,,,,,,,,
,k_'ooldul,six (people),,,number,,2,,,,,,
,t'ipx_oo'lt,"seven (things, animals)",,,number,,2,,,,,,
,t'ipx_oo'ldul,seven (people),,,number,,3,,,,,,
,g_andoo'lt,"eight (things, animals)",,,number,,2,,,,,,
,g_andoo'ldul,eight (people),,,number,,3,,,,,,
,ky'uxdaa'lt,eight (things),,,number,,2,,,,,,
,ky'uxdaa'ldul,eight (people),,,number,,3,,,,,,
,xwsdimoos,"nine (things, animals)",,,number,,2,,,,,,
,xwsdimoosul,nine (people),,,number,,3,,,,,,
,xbi'l,ten (things),,,number,,,,,,,,
,ky'ap,ten (animals),,,number,,,,,,,,
,xbul,ten (people),,,number,,,,,,,,
,xbi'l dik'i'y,eleven,,,number,,3,,,,,,
,xbi'l digilbil,twelve,,,number,,3,,,,,,
,xbi'l digwila'l,thirteen,,,number,,4,,,,,,
,xbi'l ditx_alpx_,fourteen,,,number,,3,,,,,,
,xbi'l duxsdins,fifteen,,,number,,3,,,,,,
,xbi'l dik_'oo'lt,sixteen,,,number,,3,,,,,,
,xbi'l dit'ipx_oo'lt,seventeen,,,number,,4,,,,,,
,xbi'l dig_andoo'lt,eighteen,,,number,,4,,,,,,
,xbi'l diky'uxdaa'lt,eighteen,,,number,,4,,,,,,
,xbi'l duxsdimoos,nineteen,,,number,,4,,,,,,
,gilbil wil ky'ap,twenty,,,number,,"1,4",,,,,,
,gwila'l wil ky'ap,thirty,,,number,,"2,4",,,,,,
,k'ildakhl wil ky'ap,forty,,,number,,"2,4",,,,,,
,xwsdins wil ky'ap,fifty,,,number,,"1,3",,,,,,
,k_'oo'l wil ky'ap,sixty,,,number,,"1,3",,,,,,
,t'ipx_oo'l wil ky'ap,seventy,,,number,,"2,4",,,,,,
,ky'uxdaa'l wil ky'ap,eighty,,,number,,"2,4",,,,,,
,xwsdimoos wil ky'ap,ninety,,,number,,"2,4",,,,,,
,k'i'y wil ky'apt,hundred,,,number,,"1,3",,,,,,
,k'i'y diky'ap,hundred,,,number,,"1,3",,,,,,
,niye'e,grandfather; grand-uncle (grandparent's brother),g_aniye'etxw,,noun,,2,3,,,"plurals are dip niye'e (collective), g_aniye'etxw (distributive)",,
,ye'e,grandfather; grandpa,,,address form,,1,,,,,,
,nits'iits',grandmother; grand-aunt (grandparent's sister),g_anits'iits'xw,,noun,,2,3,,,"plurals are dip ts'iits' (collective), g_anits'iits'xw (distributive)",,
,ts'iits'; jiits',grandmother; granny; grandma,,,address form,,,,,,,,
,nigwoot,father; paternal uncle (father's brother),g_anigwootxw,,noun,,2,3,,,formal version,,
,baap,father; paternal uncle (father's brother),,,noun; address form,,,,,,informal version,,
,baba,daddy; father,,,address form,,2,,,,this form is used by children,,
,dii'y,(woman's) father; (woman's) paternal uncle (father's brother),,,address form,,,,,,this form is used by women,,
,nox_,mother; maternal aunt (mother's sister),g_anoonax_,,noun,,,2,,,formal version,,
,naa'a,mother; maternal aunt (mother's sister),,,noun; address form,,1,,,,informal version,,
,nibip,maternal uncle (mother's brother); paternal uncle by marriage (father's sister's husband); uncle,,,noun,,2,,,,,,
,biip,maternal uncle (mother's brother); paternal uncle by marriage (father's sister's husband); uncle,,,address form,,,,,,,,
,bii'y,maternal uncle (mother's brother); paternal uncle by marriage (father's sister's husband); uncle,,,address form,,,,,,,,
,nixdaa,paternal aunt (father's sister); maternal aunt by marriage (mother's brother's wife); aunt,,,noun,,2,,,,,,
,dada,paternal aunt (father's sister); maternal aunt by marriage (mother's brother's wife); aunt,,,address form,,2,,,,,,
,k_'ahlaan,stepfather; paternal uncle (father's brother),,,noun,,2,,,,some use this form for a paternal uncle (father's brother) instead of nigwoot,,
,wak,(man's) brother; (man's) male parallel cousin (by maternal aunt or paternal uncle),,,noun; address form,,,,,,,,
,xhlgiikw,(woman's) sister; (woman's) female parallel cousin (by maternal aunt or paternal uncle),,,noun,,,,,,,,
,diikw,(woman's) sister; (woman's) female parallel cousin (by maternal aunt or paternal uncle); (woman's) daughter,,,address form,,,,,,,,
,gimxdi,sibling of opposite gender; (woman's) brother; (man's) sister; parallel cousin of opposite gender (by maternal aunt or paternal uncle);,,,noun,,2,,,,,,
,doots,(man's) sister; (man's) daughter,,,address form,,,,,,,,
,gutx_a'oo,cross cousin (by maternal uncle or paternal aunt); cousin,,,noun,,3,,,,,,
,o'os,cross cousin (by maternal uncle or paternal aunt); cousin,,,address form,,1,,,,,,
,hlguuhlxw,"(one's own) child; (woman's) sister's child; (man's) brother's child; niece, nephew (of same-gender sibling)",hlgi,,noun,,,1,,,,,
,hlguuhlxum gyat,son; male child; nephew (of same-gender sibling),,,noun,,3,,,,,,
,hlguuhlxum hanak_',daughter; female child; niece (of same-gender sibling),,,noun,,4,,,,,,
,guslis,"niece, nephew (of opposite-gender sibling); niece, nephew (of opposite-gender sibling)",,,noun,,2,,,,,,
,huxwdaak'in; guxwdaak'in,grandchild,,,noun,,2,,,,,,
,naks,spouse; husband; wife,niinixsxw; g_aniinixs,,noun,,,1; 2,,,"plurals are niinixsxw (collective, as one), g_aniinixs (distributive, various)",,
,hlams,in-law; parent-in-law; child-in-law,hlihlamsxw; g_ahlamsxw,,noun,,,2,,,"plurals are hlihlamsxw (collective, as one), g_ahlamsxw (distributive, various)",,
,ky'ootxs,sibling-in-law (of opposite gender); husband's brother; (man's) brother's wife; wife's sister; (woman's) sister's husband,,,noun,,,,,,,,
,gwijiis,(woman's) sister-in-law; husband's sister; (woman's) brother's wife,,,noun,,2,,,,,,
,wilaayasxw,(man's) brother-in-law; (man's) wife's brother; (man's) sister's husband,,,noun,,2,,,,,,
NEW START,alp'a,which one,,,clause modifier,,1,,,,WH modifier,,
,dip,(and) them; plural (human),,,plural,,,,,,,,
,ji,if; would; could; possible,,,modal; subordinator,,,,,,irrealis particle,,dep marker
,jidaa; jida,if,,,subordinator,,,,,,,,dep marker
,ii,and; then,,,subordinator,,,,,,"conjoins sentences, clauses",,dep marker
,guu; guxw,a lot; too much; used to; habitual,,,modifier,,1,,,,,"investigate guu, guxw, k'uxw across dialects - too much vs habitual usage",
,ligi,some; any; whatever; whichever; like; maybe,,,(modifier),,1,,,,domain widener,,
,lip,self; one's own,,,modifier,,1,,,,,,
,sil,with; alongside; in company of; fellow,,,modifier,,1,,,,,,
,wil,be; do; happen,,,intransitive verb,,1,,,,,,
,wil; win,that,,,subordinator,,,,,,complementizer,,dep marker
,yukw,be doing; be happening; progressive,,,auxiliary,,1,,,,,,dep marker
