Entry ID,word,definition,plural form,recordings,categories,breakdowns,stress,plural stress,variants,see alsos,public notes,private notes,tags
410,.'wahlin,former; old-fashioned,,,preverb,,1,,,,,,
411,.'widin,forward; ahead,,,preverb,,1,,,,,,
412,t'aky'aluts,fox,,,noun,,3,,,,,,
412,k_'ala'waa'a,fox,,,noun,,3,,,,,,
413,sidaw,freeze,,,transitive verb,,2,,,,,,
414,ha'niixwsdinsa,Friday,,,noun,,3,,,,,,
415,ansiip'insxw,friend; lover; loved one,,,noun,,2,,,,,,
416,damk_xw,friend,,,noun,,,,,,,,
417,g_anaa'w,frog,,,noun,,2,,,,,,
418,lax_ see'l,Frog Phratry; Raven Phratry,,,noun,,2,,,,,check if one or other is Frog/Raven,
418,g_anada,Frog Phratry; Raven Phratry,,,noun,,2,,,,,check if one or other is Frog/Raven,
419,haldim,from the ground,,,preverb,,1,,,,,,
420,uxs,from the land into the water; toward the water,,,preverb,,,,,,,,
421,sog_om,from the water onto land,,,preverb,,1,,,,,,
422,sox_,frost,,,noun,,,,,,,,
423,mitxw,be full,mitmitxw,,intransitive verb,,,2,,,,,
424,ts'eex,be full (after eating); be satiated,,,intransitive verb,,,,,,,,
425,mamst,be funny; be silly; be foolish,,,intransitive verb,,,,,,,,
426,dim,will; would; future,,,modal,,,,,,prospective aspect marker,,
427,hakwhl,gaff,,,noun,,,,,,,,
428,hakhlxw,gaff,,,intransitive verb,,,,,,,should spelling be hakwhlxw based on N form?,
429,mihla,gall; bile,,,noun,,2,,,,,,
430,dilksimxw,gallbladder,,,noun,,1,,,,,,
431,x_san,gamble,,,intransitive verb,,,,,,,,
432,anduuyn,garden,,,noun,,2,,,,,,
433,gi'nitxw,get up (out of bed),li'nidimax_s,,intransitive verb,,2,2,,,,,
434,gi'nam,give,,,transitive verb,,2,,,,,give ITEM.obj to RECEIVER.obl,
435,gin,"to give (food, drink, tobacco); to serve (food, drink, tobacco)",gingin,,transitive verb,,,2,,,,give RECEIVER.obj FOOD.obl,
436,s'yun,glacier,,,noun,,,,,,,,
437,yee,go; walk,hlo'o; wilax_s,,intransitive verb,,,1; ?,,,,,
438,gyop',go ahead; go on,,,command,,,,,,,,
439,xsaxw,go out; go outside; exit,xseek_,,intransitive verb,,,1,,,,,
440,ts'ak,go out (fire); be extinguished,,,intransitive verb,,,,,,,,
441,suut,go for (in order to get),,,transitive verb,,,,,,,T-verb??,
442,gul,gold,,,noun,,,,,,,,
443,am,be good,am'am,,intransitive verb,,,2,,,,,
444,t'ok_,grab,dax_t'ok_,,verb,,,2,,,,verb - check transitivity,
445,habasxw,grass,,,noun,,1,,,,,,
446,k'ibilap,gravel; pebbles; small rocks,,,noun,,3,,,,,,
447,ansgiyast,graveyard; cemetery,,,noun,,2,,,,,,
448,t'ilix,grease,,,noun,,1,,,,,,
449,litsxw,blue grouse,,,noun,,,,,,,,
449,max_meek_,blue grouse,,,noun,,2,,,,,,
450,bisda'y,willow grouse,,,noun,,2,,,,,,
451,mihlatxw,be green,,,intransitive verb,,2,,,,,,
452,k_'esx,be green; be unripe,,,intransitive verb,,,,,,,,
453,lik'i'nsxw,grizzly bear,,,noun,,2,,,,,,
454,gwiikw,groundhog; marmot,,,noun,,,,,,,,
455,.'mas,grow up,limax_s; limx_s,,intransitive verb,,,1,,,,CHECK PLURAL FORMS,
456,k'uuhlx_an,wood grub,,,noun,,2,,,,,,
457,ha'niig_an'win,gums (in mouth),,,noun,,4,,,,,,
458,dihlxum jayn,gunny sack,,,noun,,3,,,,,,
459,halakw,gunpowder,,,noun,,2,,,,,,
460,jax_ts'ax_,hail,,,noun,,2,,,,,,
461,g_es,hair,,,noun,,,,,,,,
462,ts'al,half-smoked salmon,,,noun,,,,,,,,
463,tx_ox,halibut,,,noun,,,,,,,,
464,dak_hl,hammer; maul,,,noun,,,,,,,,
465,t'aap,hammer,dipt'aap,,verb,,,2,,,,verb - check transitivity,
466,huksin; yukwsin,hang; attach,,,transitive verb,,1,,,,,,
467,g_antxw,be hard,g_ang_antxw,,intransitive verb,,,2,,,,,
468,g_ayt,hat,g_ag_ayt,,noun,,,2,,,,,
469,hlibalk_,hate,,,verb,,2,,,,,verb - check transitivity,
470,x_asiipsxws,have a cold,,,intransitive verb,,2,,,,,,
471,sgidim; sgi dim,have to; ought to; should; must,,,subordinator,,1,,,,circumstantial neccessity modal + prospective aspect,,dep marker
,sgi,should; must,,,auxiliary,,,,,,circumstantial neccessity modal,,
472,sg_an ts'ak',hazelnut bush,,,noun,,2,,,,,,
473,t'im g_es,head,g_at'im g_es,,noun,,2,3,,,,,
474,nax_'ni; lax_'ni,hear,,,transitive verb,,2,,,,,,
475,g_oot,heart,g_ag_oot,,noun,,,2,,,,,
476,sigyamk,heat; warm up,silimlamk,,transitive verb,,2,3,,,,,
477,sdin,to be heavy,,,intransitive verb,,,,,,,,
478,dipx_s,heel,,,noun,,,,,,,,
479,hlimoo,help,,,transitive verb,,2,,,,,,
480,xsuu'w,edible hemlock bark,,,noun,,,,,,,,
481,am giikw; giikw,hemlock tree,,,noun,,2; 1,,,,,,
482,sgya,herring,,,noun,,,,,,,,
483,sankw'ax_,hiccup,,,intransitive verb,,2,,,,,,
484,yaxw,hide,hiliixw,,intransitive verb,,,2,,,,,
485,hal sgit,hill,,,noun,,2,,,,,,
486,k_'elt,top of hill,,,noun,,,,,,,,
487,t'im k'uukw',hips,,,noun,,2,,,,,,
488,yats,hit,yisyats; hisyats,,transitive verb,,,2,,,,,
489,.'mats,hit; strike,mis'mats,,transitive verb,,,2,,,,,
490,dax_yukw(t),hold; carry,,,transitive verb,,2,,,,,,T-verb
491,no'o,have a hole,noona'a,,intransitive verb,,1,1,,,,,"combines with preverbs, but is it also a noun? usually in argument position?"
492,ha'w,go home,,,intransitive verb,,,,,,,check example sentences for both versions of ha'w,
493,neek_,hoof,,,noun,,,,,,,,
494,hasg_altxw,horn,,,noun,,2,,,,,,
495,gyuwadan,horse,gyuwadantxw,,noun,,3,3,,,,,
496,wilpsiipxw,hospital,,,noun,,"1,2",,,,,,
497,gyamk,be hot,lamk,,intransitive verb,,,1,,,,,
498,wilp,house,huwilp,,noun,,,2,,,,,
499,sim 'maa'y,huckleberry,,,noun,,2,,,,,,
500,.'mii g_an,grey huckleberry,,,noun,,2,,,,,,
501,da'mas,hug,,,transitive verb,,1,,,,,,
502,sdi'moon,humpback salmon; pink salmon,,,noun,,2,,,,,,
503,xwdax,be hungry,luxwdax,,intransitive verb,,,2,,,,,
504,t'ee'esxw,hurry; rush,,,intransitive verb,,1,,,,,,
505,siipxw,hurt; ache; be sick,sipsiipxw,,intransitive verb,,,2,,,,,
506,sg_eksxw,get hurt; be injured,,,intransitive verb,,,,,,,,
507,daw,ice,didaw,,noun,,,2,,,,check if plural also works for noun version -- also dawdaw?,
,daw,freeze,didaw,,intransitive verb,,,2,,,,check if plural also works for noun version -- also dawdaw?,
508,duula,improperly,,,preverb,,1,,,,,,
509,luu,in; inside; along the path,,,preverb,,,,,,,,
510,ahlax_,in bad health,,,preverb,,?,,,,,,
511,luu saa,in front,,,preverb,,"1,2",,,,,,
512,bag_ayt,in the middle,,,preverb,,1,,,,,,
513,x_ts'i,in the middle of a long object,,,preverb,,,,,,,,
514,hax_hamdak_xw,be incompetent,,,intransitive verb,,?,,,,,,
515,aluugyat,"First Nations Person; ""Indian""",aluugigyat,,noun,,3,4,,,,,
516,halayt,shaman,haalayt,,noun,,2,2,,,,,
517,hlbiyuxw,inform; tell message to,,,transitive verb,,2,,,,,,
518,ts'im,inside,,,prenoun,,,,,,,,
519,ts'ee'w,interior; insides,,,noun,,,,,,,,
520,haat,intestines; guts,,,noun,,,,,,,,
521,log_om; lag_am,into a portable or movable object,,,preverb,,1,,,,,,
522,ts'ilim; ts'im wil; ts'imil,into a stationary or non-movable object,,,preverb,,1,,,,,,
523,lok_'on; log_on,into fire,,,preverb,,1,,,,,,
524,g_aldix,into the woods,,,preverb,,1,,,,,,
525,lixs t'aa,island,,,noun,,2,,,,,,
526,x_ts'ak_xw,itch,,,intransitive verb,,,,,,,,
527,sginist; am sginist,jackpine tree,,,noun,,2; 3,,,,,,
528,hlguya,jack-spring; small spring salmon,,,noun,,2,,,,,,
529,wilpdixlee'e,jail,,,noun,,"1,3",,,,,,
530,japaan,Japanese,,,noun,,2,,,,,,
531,xbaa'w; x_baa'w,jaw,,,noun,,,,,,,does this vary or was it an error?,
532,gyasxw,be jealous,gisgyasxw,,intransitive verb,,,2,,,,,
533,wil luu hiihlyahlxw,joints of body,,,noun,,4,,,,,noun or phrase?,
534,skw'atxw,joke,,,intransitive verb,,,,,,,,
535,dabim gyat,judge,,,,,"1,3",,,,,check category,
536,gyuks,jump (of fish),luguxs,,intransitive verb,,,2,,,,,
537,g_os,jump; bounce,g_asg_os,,intransitive verb,,,2,,,,,
538,kw'adixsxw,jump around; flip,,,intransitive verb,,1,,,,,,
539,ts'ex_,juniper tree,,,noun,,,,,,,,
540,anjam,kettle; pot,anjimjam,,noun,,2,3,,,,,
541,hak_'ag_a,key,,,noun,,2,,,,,,
542,hlo'ox_s,kick,,,intransitive verb,,1,,,,,,
543,k'its'ee; t'ak'its'ee,kidney,,,noun,,2; 3,,,,,,
543,t'abee'e,kidney,,,noun,,2,,,,,,
544,jakw(t),kill,,,transitive verb,,,,,,,,T-verb
545,.'neex_hl,killer whale; blackfish; orca,,,noun,,,,,,,,
546,ts'iyoolik',kingfisher,,,noun,,2,,,,,,
547,k_'esi,knee,,,noun,,1,,,,,,
548,wilaax,know,,,transitive verb,,2,,,,,,
549,.'min g_aneex_s,ladder,,,noun,,3,,,,,,
550,t'ax_,lake,dit'ax_,,noun,,,2,,,,,
551,bok_',be lame,,,intransitive verb,,,,,,,,
552,laaxws,lamp; lantern; light,,,noun,,,,,,,,
553,yip,land; ground,,,noun,,,,,,,,
554,ky'atsxw,land (in canoe or boat); arrive (in canoe or boat),,,intransitive verb,,,,,,,,
555,algyax_,language,,,noun,,1,,,,,,
,algyax_,speak; talk,al'algyax_; hal'algyax_,,intransitive verb,,1,2,,,,,
556,aajax_xw,last; persist,,,intransitive verb,,1,,,,,,
557,gik'uuhl,last year,,,adverb,,2,,,,,,
558,gina hetxw,be late,,,intransitive verb,,3,,,,,,
559,halaagyax_,laugh,hishalaagyax_xw,,intransitive verb,,2,3,,,,check final xw on SG vs PL,
560,ts'ahlx_,laugh,,,intransitive verb,,,,,,,,
561,ts'ahlx_xw,laugh at,,,transitive verb,,,,,,,,
562,ayook_,law,,,noun,,2,,,,,,
,ayook_,order; command,,,transitive verb,,2,,,,,,
563,alayst,be lazy,,,intransitive verb,,2,,,,,,
564,dee'ntxw,lead,,,transitive verb,,,,,,,,
565,.'yans,leaf; grass; weeds,,,noun,,,,,,,,
566,ts'iikw,leak,jixwts'iikw,,intransitive verb,,,2,,,,,
567,siwilaaks,learn,,,transitive verb,,3,,,,,,
568,daa'whl,leave,saks,,intransitive verb,,,1,,,,,
569,mak_(t),leave; put,t'ahl(t),,transitive verb,,,1,,,,,T-verb
570,man,"be left (of food, etc); be remaining (of food etc)",,,intransitive verb,,,,,,,,
571,mat'ux un,left hand,,,noun,,"1, 3",,,,,,
572,se'e,leg; foot,sise'e,,noun,,1,2,,,,,
573,gwaas(t),lend,,,transitive verb,,,,,,,(just a guess -- check),T-verb
574,hadix,lengthwise down the middle,,,preverb,,1,,,,,,
575,t'asxu,let's,t'asxusi'm,,command,,2,2,,,,check usage,
576,ts'eek_,lick,,,transitive verb,,,,,,,,
577,yal,lie; tell a lie,hiliyal,,intransitive verb,,,3,,,,,
578,g_an didils,life,,,noun,,3,,,,,,
579,bats(t),lift,bisbats(t),,transitive verb,,,2,,,,,T-verb
580,aapxin,be lightweight,,,intransitive verb,,1,,,,,,
581,hu'max_,lightning,,,noun,,1,,,,,,
582,ma,like; similar to,,,,,,,,prefix,,,
583,siip'in,like (a person); feel affection for,,,transitive verb,,1,,,,,,
584,nisx_,upper lip,,,noun,,,,,,,,
585,sii gyuu'n,a little while ago; just past,,,adverb,,2,,,,,,
586,dap,liver,,,noun,,,,,,,,
587,xsihlxw,lizard,,,noun,,,,,,,,
588,sg_a t'akw,lock,,,transitive verb,,2,,,,,,
589,hilin,be lonely,,,intransitive verb,,2,,,,,,
590,.'nakw,be long,hi'niiluxw,,intransitive verb,,,2,,,,,
591,gya'lasxw,look; see,,,intransitive verb,,1,,,,,,
592,didi'y,look after; take care of,dixdidi'y,,transitive verb,,2,3,,,,,
593,di'mhlxw,look after,didi'mhlxw,,verb,,,2,,,,verb - check transitivity,
594,laag_al(t),look at; examine,lax_laag_al(t),,transitive verb,,1,2,,,,,optional T-verb
595,g_ol,loon,,,noun,,,,,,,,
596,jahl,lose,,,intransitive verb,,,,,,,,
597,kw'oodin,lose,,,transitive verb,,1,,,,,,
598,kw'ootxw,be lost; be gone; disappear,gwitkw'ootxw,,intransitive verb,,,2,,,,,
599,.'wii ame,be loud; shout,wit'ax_ alme,,intransitive verb,,3,4,,,,,
600,t'a,louse,,,noun,,,,,,,,
601,g_oo'os,be lukewarm,,,intransitive verb,,1,,,,,,
602,anawhlxw,lullaby,,,noun,,2,,,,,,
603,giihl,be lying down,laahl,,intransitive verb,,,1,,,,,
604,weex,lynx,,,noun,,,,,,,,
605,japxw,be made; be done; be built,jipjapxw,,intransitive verb,,,2,,,,,
606,sma'wn,maggot,,,noun,,,,,,,,
607,jap,make; do; build,jipjap,,transitive verb,,,2,,,,,
608,ts'eek_xw,make noise,g_ats'eek_xw,,intransitive verb,,,2,,,,,
609,gyat,man,ii'wxwt,,noun,,,1,,,,,
610,log_om 'wii gyat,old man,,,noun,,"1,4",,,,,,
611,k_'oox_st,maple tree,,,noun,,,,,,,,
612,naksxw,marry,,,transitive verb,,,,,,,,
613,hat',marten,,,noun,,,,,,,,
614,halagum g_an,match (for starting fire),,,noun,,"2,4",,,,,,
615,xwdaa,mattress,,,noun,,,,,,,,
616,smax,meat; body; flesh; black bear,,,noun,,,,,,,,
617,haldaakws,medicine (external); ointment; liniment,,,noun,,2,,,,,,
618,x_aldawk_xw,medicine (internal),,,noun,,2,,,,,,
619,mo'ox_xw,be meek; be mild; be quiet,,,intransitive verb,,?,,,,,,
620,jilks,melt; thaw,,,intransitive verb,,,,,,,,
621,jilksin,melt; thaw,,,transitive verb,,1,,,,,,
622,hlbiyumasxw,message,,,noun,,2,,,,,,
623,silkw,middle; waist,,,noun,,,,,,,,
624,nis'in,mink,,,noun,,2,,,,,,
625,anksulaag_altxw,mirror,,,noun,,3,,,,,"H&R says anksulaag_altxw --- the ksu may indicate that there is a ""wil"" in there… an ksi wil laag_altxw"" CF Rigsby p 85 for window",
626,yankw,be moldy,,,intransitive verb,,,,,,,BS: sweaty/messy (after having sex),
627,mandi,Monday,,,noun,,1,,,,,ha'niixsg_oog_am sa?,
628,daala,money; dollar; silver,,,noun,,1,,,,,,
629,hlox_sim ax_xw,moon,,,noun,,"1,3",,,,,,
630,x_adaa,moose,,,noun,,2,,,,,,
631,hliyun,tanned moosehide,,,noun,,2,,,,,,
632,hiihluxw,morning,,,noun,,1,,,,,,
633,umhl,moss,,,noun,,,,,,,,
634,majiluulak_',moth,,,noun,,3,,,,,,
635,sg_a'nist,mountain,sixsg_a'nist,,noun,,2,3,,,,,
636,matx,mountain goat,,,noun,,,,,,,,
637,hawaw,mountain lion,,,noun,,2,,,,,,
637,duusim gililix,mountain lion,,,noun,,"1,4",,,,,,
638,dibe,mountain sheep,,,noun,,2,,,,,,
639,diboogit,mouse; shrew,,,noun,,2,,,,,,
640,ts'im aak_,mouth,g_ats'im aak_,,noun,,2,3,,,,,
641,aak_,mouth (outer opening); lips,,,noun,,,,,,,,
642,saxw,mouth (of a stream),,,noun,,,,,,,,
643,hlantxw,move,hlinhlantxw,,intransitive verb,,,2,,,,,
644,lukw,move; change one's residence,,,intransitive verb,,,,,,,,
645,gyoo,move in water; swim (of fish),loo,,intransitive verb,,,1,,,,,
646,.'weesxw,be much; be many; be plentiful; be bountiful,,,intransitive verb,,,,,,,,
647,helt,be much; be many; be a lot,,,quantifier,,,,,,,,
648,tl'ook',mud,,,noun,,,,,,,,
649,seegit,murder,,,intransitive verb,,1,,,,,,
650,suu gyatt,murder,,,transitive verb,,2,,,,,check if T-verb?,
651,nak_'eeda,muskrat,,,noun,,2,,,,,,
652,gyals,blue mussel,,,noun,,,,,,,,
653,adaawk_,myth; legend; family history,,,noun,,2,,,,,,
654,t'aapx_ansxw,nail (for hammering),,,noun,,1,,,,,,
655,hlak_s; hlax_s,nail; claw,,,noun,,,,,,,,
656,ts'ax_'utxw,be naked,,,intransitive verb,,2,,,,,,
657,wa,name,huwa,,noun,,,2,,,,,
658,lax_ dibilx,nape of neck,,,noun,,2,,,,,,
659,t'ikw',navel; belly button,,,noun,,,,,,,,
660,hagun; hagwin; hogwin; hogun; gwin,near; toward; forward,,,preverb,,1,,,,,,
661,t'im lanix,neck,,,noun,,2,,,,,,
662,iis,necklace,,,noun,,,,,,,,
663,see'lax_,needle,,,noun,,1,,,,,,
665,sii,new,,,prenoun,,,,,,,,
666,gwi'nus,newborn baby,,,noun,,2,,,,,,
666,.'nusik,newborn baby,,,noun,,1,,,,,,
667,jox_k'uuhl,next year,,,adverb,,2,,,,,,
668,ax_xw,night,,,noun,,,,,,,,
669,gyax_xw,last night ,,,adverb,,,,,,,,
670,majilyee,nighthawk,,,noun,,3,,,,,,
671,nee,no,,,particle,,,,,,,,
,nee,be none; not exist; not be so,,,intransitive verb,,,,,,,,
,nee,not; not the case,,,auxiliary,,,,,,,,dep marker
672,g_alamk_,nonsense,,,noun,,2,,,,,,
673,silkwsax_,noon,,,noun,,2,,,,,,
674,gits'ook_,Northern Lights,,,noun,,2,,,,,,
675,ts'ak_,nose,jax_ts'ak_,,noun,,,2,,,,,
676,ts'im ts'ak_,nostril,,,noun,,2,,,,,,
677,hu'wandii; ha'wandii; ha'wendii,not yet,,,adverb,,2,,,,,,dep marker
678,gyuu'n,now,,,adverb,,,,,,,,
679,lax_ siilda,ocean,,,noun,,2,,,,,,
679,lax_ mo'on,ocean,,,noun,,2,,,,,,
680,haykw,odor; spirit,,,noun,,,,,,,,
681,log_om 'wii gyat,old man,,,noun,,"1,4",,,,,,
682,log_om 'wii nak_',old woman,,,noun,,4,,,,,,
683,lax_,on; on top of,,,prenoun,,,,,,,,
684,.'nii,on; on top of,,,preverb,,,,,,,,
685,sgi,be on; exist,dox_,,intransitive verb,,,1,,,,,
685,sgi,put down,dox_,,transitive verb,,,1,,,,,
686,sdax_,on the side lengthwise,,,preverb,,,,,,,,
687,k_'am; am,only,,,clause modifier,,,,,,,,
688,xsax_; xsaa,only; just,,,modifier,,,,,,,,
689,max_,only; nothing but,,,preverb,,,,,,,,
690,saak,oolachen; candlefish,,,noun,,,,,,,,
691,k_'ak_(t); k_'ak_,open,,,transitive verb,,,,,,,,
692,t'uxs,out of a portable or movable object,,,preverb,,,,,,,,
693,xsi,out of a stationary or non-movable object,,,preverb,,,,,,,,
694,sbi,out of the water,,,preverb,,,,,,,,
695,.'naa,out of the woods; in plain view; obviously against a background,,,preverb,,,,,,,,
696,wilpkw'ats,outhouse; privy,,,noun,,2,,,,,,
697,gyalk_,outside,,,adverb,,,,,,,,
698,.'nik_'an,over,,,preverb,,1,,,,,,
699,balx_sim,over; upside down; on one's belly,,,preverb,,1,,,,,,
699,g_alsim,over; upside down; on one's belly,,,preverb,,1,,,,,,
700,x_hlim,overland; around an object or obstacle,,,preverb,,,,,,,,
700,max_hliks; max_hli; .'max_hli,overland; around an object or obstacle,,,preverb,,1,,,,,,
701,baa'lax_t,overfeed,,,transitive verb,,1,,,,,verb - check transitivity,
702,andoosda,over there; across there,,,adverb,,2,,,,,,
703,duu'u,over there (not too far),,,adverb,,1,,,,,,
704,k'utk'u'nuxs,owl,,,noun,,3,,,,,,
705,g_an walix,pack; packboard,,,noun,,2,,,,,,
706,walix,pack,,,intransitive verb,,1,,,,,noun or intrans verb? check,
706,walix,pack,,,transitive verb,,1,,,,,,
707,waax,paddle; underside fin,,,noun,,,,,,,,
,waax,paddle,,,intransitive verb,,,,,,,,
708,daboon; t'aboon,padlock,,,noun,,2,,,,,,
709,ts'im un,palm,,,noun,,2,,,,,,
710,.'max_s,pants,maa'max_s,,noun,,,2,,,,,
711,sa'wnsxw,paper,,,noun,,,,,,,,
712,x_bil,partly,,,preverb,,,,,,,,
713,gyuwil,past; beyond,,,preverb,,1,,,,,,
714,ts'o'o,pause,,,intransitive verb,,1,,,,,,
715,x_hlg_o'o; x_o'o,to pay,,,transitive verb,,1,,,,,,
716,g_awagyaani,make peace,,,intransitive verb,,3,,,,,,
717,g_an t'imis,pencil,,,noun,,3,,,,,,
718,ts'ap,the people of a village; community,,,noun,,,,,,,,
719,hlaa,now; just now; about to,,,subordinator,,,,,,perfect aspect; inceptive aspect,,
720,anook_,permit; allow,,,transitive verb,,2,,,,,,
721,ha'mats,pestle,,,noun,,2,,,,,,
722,halimwil'aat,phonograph,,,noun,,4,,,,,,
723,guxwsg_alt'amdinsxw,photograph,,,noun,,3,,,,,,
724,t'aahlxw,pick (berries),,,intransitive verb,,,,,,,,
725,k_'ap,piece; part,,,noun,,,,,,,,
726,gyahlxw,pierce; stab; stick,gihlgyahlxw,,intransitive verb,,,2,,,,verb - check transitivity,
727,ha'mahl'i,pillow,,,noun,,2,,,,,,
728,hax_mi'yan,pipe,,,noun,,3,,,,,,
729,sgyan,pitch; gum,,,noun,,,,,,,,
730,aluu,plainly; clearly; visibly,,,preverb,,1,,,,,,
731,hahlibisxw,plane (tool),,,noun,,2,,,,,,
732,hlalp,plane (wood),,,verb,,,,,,,verb - check transitivity,
733,ma'us,play,mahas'us,,intransitive verb,,2,3,,,,,
734,anduwoot',pocket,,,noun,,3,,,,,,
735,g_aak_t,point out,,,transitive verb,,,,,,,verb - check transitivity,
736,.'maas lik'i'nsxw,polar bear,,,noun,,3,,,,,check if 'maas or maas?,
737,gwee'y,be poor,g_agwee'y,,intransitive verb,,,2,,,,,
738,haax_xw,be poor; suffer,,,intransitive verb,,,,,,,,
739,am k_'ooxst,white poplar tree,,,noun,,2,,,,,,
740,axwt,porcupine,,,noun,,,,,,,,
741,sgusiit; susiit; suusiit,potato,,,noun,,2,,,,,,
742,yukw,extended period of feasts; potlatch,,,noun,,,,,,,,
742,baahlats,potlatch,,,noun,,1,,,,,,
743,g_ats(t),pour,g_asg_ats(t),,transitive verb,,,2,,,,,T-verb
744,lax_ amaaxws,prairie,,,noun,,3,,,,,,
745,libleet,preacher; priest,,,noun,,2,,,,,,
746,ubin,be pregnant,,,intransitive verb,,1,,,,,,
747,his,pretend to,,,preverb,,,,,,,,
748,ama 'mas,be pretty; be handsome,ama limx_s,,intransitive verb,,3,3,,,,,
749,hlgu wilksihlxw,child of a chief; prince; princess,k'uba wilksihlxw,,noun,,2,3,,,,,
,ee'esxw,promise,,,noun,,1,,,,,,
750,ee'esxw,promise,,,intransitive verb,,1,,,,,,
751,aajax_,be proud,,,intransitive verb,,1,,,,,,
752,adixs,be proud,,,intransitive verb,,1,,,,,,
753,ay'aa'y,ptarmigan,,,noun,,2,,,,,,
754,damg_ansxw,pull,,,intransitive verb,,1,,,,,,
755,damg_an,pull,didamg_an,,transitive verb,,1,2,,,,,
756,.'mo'oxw,pus,,,noun,,1,,,,,,
757,t'is,push; punch; slug,dist'is,,transitive verb,,,2,,,,,
759,luu hloohlat,put in,,,verb,,2,,,,,hloohlat is plural? CF Rigsby - check transitivity also,
760,.'malkw,put into fire,tx_alt,,transitive verb,,,1,,,,,
761,anda hawil,quiver,,,noun,,"1,4",,,,,,
762,g_ax_,rabbit,,,noun,,,,,,,,
763,ha'algyag_am g_al'ink_,radio,,,noun,,"2,6",,,,,,
764,sax_sg_an,raft,,,noun,,2,,,,,,
765,hagimgyasxw,rag,,,noun,,2,,,,,,
766,wis,rain,,,noun,,,,,,,probably a noun?,
767,max_maag_ay,rainbow,,,noun,,2,,,,,,
768,naasik',raspberry,,,noun,,1,,,,,,
769,g_aakhl,rat,,,noun,,,,,,,,
770,haseex,rattle,,,noun,,2,,,,,,
771,g_aak_,raven,,,noun,,,,,,,,
772,k_'ap; ap,really; certainly,,,clause modifier,,,,,,verum focus marker,,
773,ihlee'etxw,be red,,,intransitive verb,,2,,,,,,
774,masxw,be red (ochre-coloured),mismasxw,,intransitive verb,,,2,,,,,
775,sim g_an,red cedar tree,,,noun,,2,,,,,,
776,haa'atx,redheaded woodpecker,,,noun,,1,,,,,,
777,didilax_xw,be red-hot,,,intransitive verb,,2,,,,,,
778,luxwt,refuse (to give),,,transitive verb,,,,,,,verb - check transitivity,
779,k_'ap,relative; kinsman,g_apk_'apxw,,noun,,,2,,,,,
780,amg_oo(t),remember,,,transitive verb,,2,,,,,,T-verb
781,sgwaa'ytxw,rest,,,intransitive verb,,,,,,,,
782,yaldin,return,,,transitive verb,,1,,,,,,
783,luu yaltxw,return; come back,luu hilyaltxw; luulyaltxw,,intransitive verb,,2,3; 2,,,,,
784,sitxwt,return; pay back,,,verb,,,,,,,verb - check transitivity,
785,ha'mook_,rhubarb,,,noun,,2,,,,,,
786,pdal,ribs,,,noun,,,,,,,,
787,miyup,rice,,,noun,,2,,,,,,
788,ama wilim,rich,ama g_awilim,,,,3,4,,,,,
789,k_'abaluu; abaluu,rifle,,,noun,,3,,,,,,
790,sim un,right hand,,,noun,,2,,,,,,
791,ts'ixs da'un,ring,,,noun,,?,,,,,,
792,mukw,be ripe,,,intransitive verb,,,,,,,,
793,g_enx_,road; path,g_ang_enx_,,noun,,,2,,,,,
794,yoot,roast (over a fire); barbecue,,,transitive verb,,,,,,,,
795,gwisg_angwa'ltxw; sg_angwa'ltxw,robin,,,noun,,3; 2,,,,,,
796,lo'op,rock; stone,,,noun,,1,,,,,,
797,lax_lilp,roll,lax_lilplilp,,intransitive verb,,2,3,,,,CHECK THIS ONE PLURAL FORM WHAT? CVCC REDUP???,
798,g_ambuxw,roof; shingle,,,noun,,?,,,,,,
799,wist,root,,,noun,,,,,,,,
800,ax_,a root species,,,noun,,,,,,,,
801,hagwiluxw,rope,,,noun,,3,,,,,,
802,k_'ok_hl,rope (of cedar),,,noun,,,,,,,,
803,lok_,be rotten;  be old,loolax_,,intransitive verb,,,1,,,,,
804,seeg_al,be rough,sixseeg_al; sax_seeg_al,,intransitive verb,,1,2,,,sixseeg_al (collective plural); sax_seeg_al (distributive plural),rearrange plurals into same entry??,
807,t'aabeek_'xw,be round,,,intransitive verb,,2,,,,,,
808,hliba'l,to rub,,,verb,,2,,,,,verb - check transitivity,
809,laam,rum; alcoholic beverage,,,noun,,,,,,,,
810,bax_,run,g_ol,,intransitive verb,,,1,,,,,
811,k'eek_xw,run away; flee,huut,,intransitive verb,,,1,,,,,
812,yahlx_,saliva; spittle,,,noun,,,,,,,,
813,mo'on,salt,,,noun,,1,,,,,,
814,.'mii k_'oox_st,salmonberry,,,noun,,2,,,,,,
815,xsiip,fine sand; sandbar,,,noun,,,,,,,,
816,wisax,sandbar,,,noun,,1,,,,,,
817,gyam,Saskatoon berry,,,noun,,,,,,,,
818,sg_an gyam,Saskatoon bush,,,noun,,2,,,,,,
819,ha'niiyeek_,Saturday,,,noun,,3,,,,,,
820,hax_beex_sxw,saw,,,noun,,2,,,,,,
821,amalkw,scab,,,noun,,2,,,,,,
822,g_olix,scalp,,,noun,,1,,,,,,
823,hit',scar,hithit',,noun,,,2,,,,check if plural also works for noun version,
,hit',heal; heal over; seal; seal up,hithit',,intransitive verb,,,2,,,,check if plural also works for noun version,
824,x_hlguluxw,scold,,,verb,,?,,,,,verb - check transitivity,
